paper_id,fit_status,strict_bin,lenient_best_bin,claims_total,claims_covered,claim_ratio,per_paper_total_gb,per_paper_max_asset_gb
bamboo-00453,leftover,,,7,0,0.0,85.454,69.849
bamboo-00454,strict,1,,0,0,1.0,0.0,0.0
bamboo-00455,strict,56,,4,4,1.0,8.123,5.903
bamboo-00456,oversize-total,,,1,0,0.0,183.091,122.055
bamboo-00457,oversize-floor,,2,8,2,0.25,206.601,202.361
bamboo-00458,strict,9,,12,12,1.0,0.1,0.1
bamboo-00459,leftover,,,8,0,0.0,76.812,27.511
bamboo-00460,leftover,,,16,0,0.0,17.033,8.798
bamboo-00461,strict,54,,15,15,1.0,11.872,7.5
bamboo-00462,strict,1,,12,12,1.0,12.6,12.6
bamboo-00463,strict,6,,7,7,1.0,13.475,12.6
bamboo-00464,leftover,,,12,0,0.0,36.346,13.981
bamboo-00465,leftover,,,0,0,0.0,59.782,41.97
bamboo-00466,leftover,,,8,0,0.0,24.059,23.259
bamboo-00467,oversize-total,,,12,0,0.0,257.86,101.679
bamboo-00468,strict,40,,15,15,1.0,3.824,1.393
bamboo-00469,oversize-total,,,10,0,0.0,259.797,48.488
bamboo-00470,oversize-total,,,0,0,0.0,270.426,135.426
bamboo-00471,strict,1,,0,0,1.0,0.004,0.004
bamboo-00472,leftover,,,10,0,0.0,23.002,14.9
bamboo-00473,leftover,,,12,0,0.0,135.8,135.0
bamboo-00474,strict,1,,0,0,1.0,0.0,0.0
bamboo-00475,leftover,,,16,0,0.0,74.229,31.303
bamboo-00476,leftover,,,16,0,0.0,14.082,5.903
bamboo-00477,oversize-total,,,0,0,0.0,180.346,130.4
bamboo-00478,oversize-floor,,,10,0,0.0,190.5,177.4
bamboo-00479,leftover,,,14,0,0.0,117.976,93.402
bamboo-00480,oversize-floor,,8,5,5,1.0,205.347,177.4
bamboo-00481,strict,3,,12,12,1.0,2.5,2.5
bamboo-00482,oversize-floor,,,3,0,0.0,602.323,256.958
bamboo-00483,strict,11,,12,12,1.0,27.55,14.9
bamboo-00484,leftover,,,10,0,0.0,10.829,3.219
bamboo-00485,strict,19,,13,13,1.0,28.153,14.9
bamboo-00486,strict,36,,14,14,1.0,3.0,3.0
bamboo-00487,leftover,,,2,0,0.0,134.966,130.4
bamboo-00488,leftover,,,7,0,0.0,89.339,24.2
bamboo-00489,oversize-total,,,4,0,0.0,440.982,135.426
bamboo-00490,leftover,,,15,0,0.0,11.09,3.742
bamboo-00491,oversize-floor,,2,10,1,0.1,7149.38,5434.959
bamboo-00492,leftover,,,10,0,0.0,44.212,15.0
bamboo-00493,leftover,,,9,0,0.0,149.952,135.0
bamboo-00494,oversize-floor,,2,4,1,0.25,1348.321,1300.0
bamboo-00495,strict,17,,8,8,1.0,0.8,0.8
bamboo-00496,strict,56,,8,8,1.0,9.278,3.643
bamboo-00497,leftover,,,7,0,0.0,21.339,14.9
bamboo-00498,leftover,,,12,0,0.0,86.576,20.271
bamboo-00499,oversize-total,,,0,0,0.0,530.141,136.738
bamboo-00500,oversize-floor,,,9,0,0.0,300.153,262.852
bamboo-00501,oversize-floor,,,13,0,0.0,351.071,262.852
bamboo-00502,oversize-total,,,1,0,0.0,359.31,105.737
bamboo-00503,strict,53,,0,0,1.0,7.259,5.659
bamboo-00504,leftover,,2,10,1,0.1,15.468,12.6
bamboo-00505,oversize-floor,,1,4,2,0.5,213.764,152.737
bamboo-00506,leftover,,,0,0,0.0,38.155,24.214
bamboo-00507,strict,1,,0,0,1.0,0.0,0.0
bamboo-00508,oversize-floor,,,9,0,0.0,195.595,176.673
bamboo-00509,strict,2,,10,10,1.0,0.012,0.012
bamboo-00510,strict,1,,0,0,1.0,0.003,0.003
bamboo-00511,leftover,,,9,0,0.0,36.085,15.444
bamboo-00512,oversize-total,,,0,0,0.0,153.476,31.303
bamboo-00513,strict,56,,10,10,1.0,10.906,5.903
bamboo-00514,oversize-floor,,,187,0,0.0,1146.693,456.758
bamboo-00515,leftover,,,4,0,0.0,15.835,14.185
bamboo-00516,oversize-floor,,,63,0,0.0,612.318,211.354
bamboo-00517,oversize-floor,,20,92,56,0.609,284.913,284.0
bamboo-00518,leftover,,,64,0,0.0,85.016,49.548
bamboo-00519,leftover,,,14,0,0.0,107.955,26.979
bamboo-00520,oversize-floor,,,91,0,0.0,3746.919,3066.141
bamboo-00521,leftover,,,136,0,0.0,120.909,30.503
bamboo-00522,strict,39,,8,8,1.0,3.415,3.0
bamboo-00523,leftover,,,237,0,0.0,97.595,25.0
bamboo-00524,leftover,,,36,0,0.0,12.408,6.5
bamboo-00525,leftover,,,47,0,0.0,16.75,14.2
bamboo-00526,leftover,,,33,0,0.0,26.5,13.0
bamboo-00527,strict,6,,48,48,1.0,80.138,24.2
bamboo-00528,strict,22,,35,35,1.0,0.921,0.8
bamboo-00529,leftover,,,42,0,0.0,45.261,14.9
bamboo-00530,leftover,,,44,0,0.0,74.824,36.737
bamboo-00531,leftover,,,65,0,0.0,18.985,11.384
bamboo-00532,leftover,,,14,0,0.0,11.4,3.0
bamboo-00533,strict,11,,38,38,1.0,37.048,24.2
bamboo-00534,oversize-total,,,40,0,0.0,152.213,25.0
bamboo-00535,oversize-total,,,36,0,0.0,244.729,130.4
bamboo-00536,leftover,,,88,0,0.0,86.269,29.871
bamboo-00537,oversize-floor,,,15,0,0.0,5458.962,5434.959
bamboo-00538,oversize-total,,,47,0,0.0,184.144,93.402
bamboo-00539,oversize-total,,,7,0,0.0,308.433,77.926
bamboo-00540,leftover,,,23,0,0.0,64.925,14.9
bamboo-00541,leftover,,,18,0,0.0,99.757,24.2
bamboo-00542,oversize-total,,,168,0,0.0,197.824,130.4
bamboo-00543,oversize-floor,,,33,0,0.0,651.089,626.849
bamboo-00544,oversize-floor,,,45,0,0.0,466.184,177.4
bamboo-00545,leftover,,,23,0,0.0,30.492,14.9
bamboo-00546,oversize-floor,,,61,0,0.0,755.533,284.0
bamboo-00547,oversize-total,,,66,0,0.0,152.587,137.687
bamboo-00548,oversize-total,,,36,0,0.0,154.267,130.4
bamboo-00549,oversize-floor,,19,53,6,0.113,705.486,439.106
bamboo-00550,leftover,,,47,0,0.0,127.713,25.0
bamboo-00551,leftover,,,32,0,0.0,50.349,29.876
bamboo-00552,oversize-total,,4,51,17,0.333,164.821,130.4
bamboo-00553,leftover,,,42,0,0.0,102.951,93.645
bamboo-00554,strict,4,,47,47,1.0,14.983,14.9
bamboo-00555,oversize-total,,,30,0,0.0,684.433,135.426
bamboo-00556,oversize-floor,,,39,0,0.0,1012.106,800.0
bamboo-00557,oversize-total,,,185,0,0.0,368.082,135.0
bamboo-00558,oversize-total,,,54,0,0.0,265.927,98.472
bamboo-00559,leftover,,,159,0,0.0,39.293,6.777
bamboo-00560,leftover,,,73,0,0.0,78.619,58.12
bamboo-00561,oversize-floor,,,121,0,0.0,805.806,456.758
bamboo-00562,strict,32,,127,127,1.0,2.4,0.8
bamboo-00563,oversize-total,,,109,0,0.0,312.8,130.4
bamboo-00564,leftover,,,77,0,0.0,48.735,17.214
bamboo-00565,leftover,,,38,0,0.0,137.104,69.849
bamboo-00566,leftover,,,46,0,0.0,92.834,17.214
bamboo-00567,leftover,,4,24,12,0.5,15.978,12.6
bamboo-00568,leftover,,18,31,3,0.097,18.522,12.6
bamboo-00569,oversize-total,,,78,0,0.0,451.902,146.047
bamboo-00570,leftover,,,47,0,0.0,41.779,14.9
bamboo-00571,strict,1,,0,0,1.0,0.0,0.0
bamboo-00572,leftover,,52,27,4,0.148,24.107,15.0
bamboo-00573,oversize-total,,,79,0,0.0,587.006,125.95
bamboo-00574,leftover,,,54,0,0.0,52.94,18.858
bamboo-00575,leftover,,,38,0,0.0,36.182,17.214
bamboo-00576,leftover,,,28,0,0.0,44.739,14.958
bamboo-00577,leftover,,,28,0,0.0,122.506,53.905
bamboo-00578,oversize-total,,,33,0,0.0,336.233,130.4
bamboo-00579,leftover,,,36,0,0.0,108.772,61.028
bamboo-00580,leftover,,4,123,36,0.293,129.584,60.0
bamboo-00581,leftover,,,31,0,0.0,32.577,13.039
bamboo-00582,leftover,,11,100,22,0.22,33.962,12.6
bamboo-00583,oversize-total,,,163,0,0.0,303.253,134.647
bamboo-00584,leftover,,,50,0,0.0,63.213,17.214
bamboo-00585,oversize-total,,,17,0,0.0,156.012,130.4
bamboo-00586,leftover,,,168,0,0.0,44.928,14.9
bamboo-00587,oversize-total,,,178,0,0.0,522.071,130.4
bamboo-00588,leftover,,,54,0,0.0,29.21,14.9
bamboo-00589,leftover,,,28,0,0.0,119.011,32.389
bamboo-00590,strict,27,,82,82,1.0,15.709,14.9
bamboo-00591,leftover,,,89,0,0.0,23.78,14.9
bamboo-00592,oversize-total,,,44,0,0.0,169.689,130.4
bamboo-00593,leftover,,,162,0,0.0,145.405,128.5
bamboo-00594,oversize-floor,,,90,0,0.0,377.667,180.0
bamboo-00595,oversize-total,,,44,0,0.0,219.025,130.4
bamboo-00596,leftover,,,40,0,0.0,108.427,60.0
bamboo-00597,strict,14,,36,36,1.0,23.477,5.999
bamboo-00598,oversize-total,,,20,0,0.0,299.442,130.4
bamboo-00599,leftover,,,47,0,0.0,140.749,67.647
bamboo-00600,leftover,,,58,0,0.0,94.203,26.389
bamboo-00601,oversize-total,,,154,0,0.0,216.483,26.389
bamboo-00602,leftover,,,167,0,0.0,62.568,23.283
bamboo-00603,oversize-total,,,147,0,0.0,326.353,130.4
bamboo-00604,oversize-total,,2,100,10,0.1,157.232,69.849
bamboo-00605,oversize-floor,,,94,0,0.0,443.773,207.145
bamboo-00606,strict,11,,177,177,1.0,15.086,14.9
bamboo-00607,oversize-floor,,2,127,3,0.024,486.318,439.106
bamboo-00608,leftover,,,69,0,0.0,48.508,18.0
bamboo-00609,leftover,,,132,0,0.0,50.392,14.9
bamboo-00610,oversize-total,,,198,0,0.0,351.515,130.4
bamboo-00611,leftover,,,86,0,0.0,52.159,24.2
bamboo-00612,leftover,,,89,0,0.0,67.508,27.172
bamboo-00613,leftover,,,107,0,0.0,50.766,14.9
bamboo-00614,oversize-total,,,75,0,0.0,298.119,135.0
bamboo-00615,leftover,,,280,0,0.0,60.266,14.9
bamboo-00616,oversize-floor,,,166,0,0.0,1224.437,261.944
bamboo-00617,leftover,,,60,0,0.0,59.906,15.548
bamboo-00618,leftover,,,37,0,0.0,17.444,14.9
bamboo-00619,leftover,,,104,0,0.0,74.25,23.283
bamboo-00620,oversize-floor,,,140,0,0.0,682.939,399.286
bamboo-00621,oversize-total,,,46,0,0.0,332.747,132.632
bamboo-00622,oversize-floor,,,89,0,0.0,761.1,627.013
bamboo-00623,oversize-total,,,194,0,0.0,204.101,130.4
bamboo-00624,leftover,,,32,0,0.0,29.772,20.626
bamboo-00625,leftover,,,101,0,0.0,106.958,60.0
bamboo-00626,leftover,,,178,0,0.0,24.9,3.0
bamboo-00627,oversize-floor,,,76,0,0.0,1170.682,800.0
bamboo-00628,leftover,,,157,0,0.0,134.16,27.0
bamboo-00629,leftover,,,134,0,0.0,133.792,31.333
bamboo-00630,leftover,,,15,0,0.0,145.41,135.426
bamboo-00631,strict,1,,48,48,1.0,0.012,0.005
bamboo-00632,leftover,,,22,0,0.0,32.378,14.9
bamboo-00633,leftover,,,189,0,0.0,125.713,27.0
bamboo-00634,oversize-floor,,,8,0,0.0,293.933,262.852
bamboo-00635,strict,22,,74,74,1.0,1.486,0.466
bamboo-00636,leftover,,,48,0,0.0,123.876,69.849
bamboo-00637,oversize-total,,,12,0,0.0,153.732,101.679
bamboo-00638,leftover,,,5,0,0.0,15.743,12.6
bamboo-00639,leftover,,,74,0,0.0,76.653,27.94
bamboo-00640,oversize-total,,,204,0,0.0,1141.666,142.05
bamboo-00641,leftover,,2,85,2,0.024,96.209,24.2
bamboo-00642,leftover,,,7,0,0.0,52.327,27.001
bamboo-00643,oversize-floor,,,56,0,0.0,18707.894,16267.587
bamboo-00644,strict,40,,87,87,1.0,3.8,3.0
bamboo-00645,oversize-floor,,,168,0,0.0,211.712,209.131
bamboo-00646,oversize-floor,,,268,0,0.0,215.716,167.415
bamboo-00647,oversize-total,,,64,0,0.0,282.409,131.417
bamboo-00648,oversize-floor,,,70,0,0.0,929.332,800.0
bamboo-00649,leftover,,,55,0,0.0,85.809,51.32
bamboo-00650,leftover,,,87,0,0.0,142.196,131.417
bamboo-00651,leftover,,,280,0,0.0,80.875,60.0
bamboo-00652,oversize-floor,,,191,0,0.0,964.643,781.948
bamboo-00653,oversize-total,,1,55,1,0.018,287.54,125.95
bamboo-00654,leftover,,,24,0,0.0,114.701,69.849
bamboo-00655,oversize-floor,,1,202,4,0.02,1112.039,439.106
bamboo-00656,oversize-floor,,,24,0,0.0,970.856,558.794
bamboo-00657,strict,20,,48,48,1.0,15.026,14.9
bamboo-00658,leftover,,,172,0,0.0,121.414,69.849
bamboo-00659,oversize-total,,,87,0,0.0,175.76,64.729
bamboo-00660,strict,46,,19,19,1.0,5.071,0.8
bamboo-00661,oversize-total,,,60,0,0.0,202.825,130.4
bamboo-00662,oversize-total,,,135,0,0.0,166.152,60.0
bamboo-00663,leftover,,,54,0,0.0,70.984,18.0
bamboo-00664,oversize-total,,,148,0,0.0,177.911,130.4
bamboo-00665,oversize-floor,,,77,0,0.0,1548.974,1488.147
bamboo-00666,oversize-total,,,201,0,0.0,406.159,136.729
bamboo-00667,leftover,,,167,0,0.0,83.983,24.868
bamboo-00668,oversize-total,,,265,0,0.0,171.218,51.187
bamboo-00669,oversize-total,,,179,0,0.0,317.846,136.729
bamboo-00670,leftover,,,137,0,0.0,114.099,66.862
bamboo-00671,leftover,,,90,0,0.0,26.164,14.9
bamboo-00672,leftover,,,68,0,0.0,124.444,25.133
bamboo-00673,leftover,,,93,0,0.0,89.135,47.524
bamboo-00674,oversize-total,,,208,0,0.0,593.219,146.047
bamboo-00675,oversize-floor,,,153,0,0.0,766.406,439.106
bamboo-00676,oversize-total,,,124,0,0.0,236.839,135.426
bamboo-00677,oversize-floor,,,288,0,0.0,369.592,177.4
bamboo-00678,leftover,,,57,0,0.0,53.053,14.624
bamboo-00679,oversize-floor,,,101,0,0.0,391.987,241.301
bamboo-00680,strict,52,,24,24,1.0,7.95,3.421
bamboo-00681,leftover,,,77,0,0.0,100.078,24.868
bamboo-00682,oversize-total,,,168,0,0.0,855.448,135.0
bamboo-00683,oversize-total,,,127,0,0.0,166.536,130.4
bamboo-00684,oversize-floor,,,68,0,0.0,9416.879,9313.226
bamboo-00685,oversize-floor,,,34,0,0.0,2892.71,1396.984
bamboo-00686,oversize-floor,,,63,0,0.0,1591.421,1210.719
bamboo-00687,oversize-floor,,,50,0,0.0,8396.669,8381.903
bamboo-00688,leftover,,,22,0,0.0,56.188,25.0
bamboo-00689,oversize-floor,,3,52,5,0.096,9521.09,6519.258
bamboo-00690,strict,10,,14,14,1.0,3.8,3.0
bamboo-00691,leftover,,48,46,3,0.065,38.585,29.357
bamboo-00692,strict,60,,40,40,1.0,11.279,4.912
bamboo-00693,strict,7,,69,69,1.0,1.446,0.495
bamboo-00694,oversize-floor,,,126,0,0.0,2408.439,2403.639
bamboo-00695,oversize-floor,,,39,0,0.0,597.793,508.344
bamboo-00696,oversize-total,,,38,0,0.0,152.515,61.314
bamboo-00697,oversize-floor,,,62,0,0.0,187.997,155.0
bamboo-00698,oversize-floor,,,40,0,0.0,206.157,155.0
bamboo-00699,oversize-floor,,,116,0,0.0,1239.106,1210.719
bamboo-00700,strict,7,,81,81,1.0,6.154,2.0
bamboo-00701,strict,46,,4,4,1.0,6.562,3.542
bamboo-00702,leftover,,,43,0,0.0,134.26,91.053
bamboo-00703,leftover,,,69,0,0.0,39.356,22.304
bamboo-00704,oversize-floor,,,55,0,0.0,254.264,155.0
bamboo-00705,strict,36,,62,62,1.0,7.752,4.912
bamboo-00706,oversize-floor,,,32,0,0.0,37645.321,37405.647
bamboo-00707,leftover,,,43,0,0.0,37.19,18.844
bamboo-00708,leftover,,,31,0,0.0,11.437,4.657
bamboo-00709,oversize-total,,,103,0,0.0,282.262,66.646
bamboo-00710,strict,3,,9,9,1.0,16.95,12.945
bamboo-00711,strict,39,,25,25,1.0,3.55,3.048
bamboo-00712,oversize-floor,,,47,0,0.0,277.629,155.0
bamboo-00713,leftover,,,54,0,0.0,56.28,13.97
bamboo-00714,leftover,,,8,0,0.0,125.403,91.053
bamboo-00715,strict,37,,64,64,1.0,3.166,1.863
bamboo-00716,oversize-floor,,,64,0,0.0,185.515,155.0
bamboo-00717,oversize-floor,,,111,0,0.0,881.286,428.312
bamboo-00718,leftover,,,44,0,0.0,44.66,25.0
bamboo-00719,oversize-total,,,142,0,0.0,300.848,65.108
bamboo-00720,leftover,,,217,0,0.0,43.248,8.836
bamboo-00721,strict,53,,38,38,1.0,7.233,3.0
bamboo-00722,strict,34,,34,34,1.0,2.73,1.13
bamboo-00723,leftover,,,47,0,0.0,19.351,7.451
bamboo-00724,leftover,,7,91,32,0.352,129.285,65.193
bamboo-00725,leftover,,,175,0,0.0,20.364,4.657
bamboo-00726,leftover,,,226,0,0.0,144.042,74.506
bamboo-00727,oversize-floor,,,53,0,0.0,335.727,155.0
bamboo-00728,oversize-floor,,,118,0,0.0,187.0,155.0
bamboo-00729,oversize-floor,,,181,0,0.0,1249.666,931.323
bamboo-00730,oversize-floor,,,159,0,0.0,177.0,155.0
bamboo-00731,strict,1,,36,36,1.0,4.047,3.5
bamboo-00732,leftover,,,72,0,0.0,17.742,8.948
bamboo-00733,oversize-floor,,,282,0,0.0,1464.599,631.998
bamboo-00734,leftover,,,60,0,0.0,17.942,5.029
bamboo-00735,oversize-floor,,,11,0,0.0,203.246,155.0
bamboo-00736,oversize-floor,,,168,0,0.0,13921.641,6053.597
bamboo-00737,oversize-floor,,,59,0,0.0,654.319,428.408
bamboo-00738,oversize-total,,,104,0,0.0,200.953,139.698
bamboo-00739,oversize-floor,,,185,0,0.0,657.93,561.239
bamboo-00740,leftover,,,136,0,0.0,98.899,29.802
bamboo-00741,leftover,,,28,0,0.0,96.264,41.97
bamboo-00742,leftover,,,82,0,0.0,58.826,25.0
bamboo-00743,oversize-floor,,,73,0,0.0,1416.39,1210.719
bamboo-00744,oversize-floor,,,171,0,0.0,1866.45,1862.645
bamboo-00745,leftover,,,112,0,0.0,41.79,27.94
bamboo-00746,oversize-floor,,,87,0,0.0,620.411,558.406
bamboo-00747,oversize-floor,,,183,0,0.0,542.99,465.661
bamboo-00748,oversize-floor,,45,105,15,0.143,187.1,155.0
bamboo-00749,strict,49,,50,50,1.0,6.154,4.657
bamboo-00750,leftover,,,13,0,0.0,13.057,7.885
bamboo-00751,leftover,,,104,0,0.0,73.432,27.94
bamboo-00752,oversize-floor,,,181,0,0.0,215.147,155.0
bamboo-00753,oversize-floor,,,31,0,0.0,430.609,186.265
bamboo-00754,leftover,,,50,0,0.0,58.106,39.547
bamboo-00755,strict,34,,16,16,1.0,2.608,1.863
bamboo-00756,leftover,,,269,0,0.0,105.419,93.132
bamboo-00757,oversize-floor,,,111,0,0.0,477.358,186.265
bamboo-00758,strict,54,,70,70,1.0,7.6,3.0
bamboo-00759,oversize-floor,,,18,0,0.0,2433.361,1210.719
bamboo-00760,leftover,,,112,0,0.0,34.825,22.915
bamboo-00761,leftover,,,23,0,0.0,87.09,24.214
bamboo-00762,leftover,,,46,0,0.0,15.512,3.0
bamboo-00763,strict,12,,119,119,1.0,0.93,0.25
bamboo-00764,leftover,,,41,0,0.0,64.913,24.214
bamboo-00765,strict,58,,60,60,1.0,12.734,4.217
bamboo-00766,strict,51,,116,116,1.0,6.485,3.0
bamboo-00767,oversize-floor,,,59,0,0.0,184.516,155.0
bamboo-00768,leftover,,,19,0,0.0,10.367,3.0
bamboo-00769,oversize-floor,,,8,0,0.0,422.721,388.947
bamboo-00770,leftover,,,35,0,0.0,40.723,19.0
bamboo-00771,oversize-floor,,,149,0,0.0,710.989,631.998
bamboo-00772,strict,10,,8,8,1.0,0.199,0.047
bamboo-00773,strict,54,,178,178,1.0,7.651,5.867
bamboo-00774,oversize-floor,,,74,0,0.0,2046.39,1862.645
bamboo-00775,strict,53,,28,28,1.0,7.451,4.657
bamboo-00776,leftover,,,100,0,0.0,130.571,111.759
bamboo-00777,strict,1,,87,87,1.0,0.65,0.25
bamboo-00778,leftover,,14,30,22,0.733,43.847,25.0
bamboo-00779,leftover,,,106,0,0.0,69.37,24.214
bamboo-00780,oversize-floor,,,49,0,0.0,178.181,155.0
bamboo-00781,oversize-floor,,,5,0,0.0,158.623,155.0
bamboo-00782,leftover,,,39,0,0.0,15.367,4.217
bamboo-00783,leftover,,,142,0,0.0,76.352,65.193
bamboo-00784,oversize-floor,,,66,0,0.0,328.085,326.0
bamboo-00785,leftover,,,110,0,0.0,63.239,39.126
bamboo-00786,oversize-floor,,,13,0,0.0,265.785,252.375
bamboo-00787,oversize-floor,,,92,0,0.0,828.225,537.193
bamboo-00788,oversize-floor,,,31,0,0.0,2568.503,1193.069
bamboo-00789,leftover,,13,53,6,0.113,21.478,10.845
bamboo-00790,oversize-floor,,7,154,32,0.208,1320.595,1300.0
bamboo-00791,oversize-total,,,95,0,0.0,282.59,96.973
bamboo-00792,leftover,,,181,0,0.0,149.695,96.973
bamboo-00793,oversize-floor,,,38,0,0.0,4098.001,2643.386
bamboo-00794,leftover,,,22,0,0.0,14.575,9.181
bamboo-00795,leftover,,,75,0,0.0,14.052,4.852
bamboo-00796,leftover,,,59,0,0.0,23.031,17.695
bamboo-00797,leftover,,7,70,33,0.471,53.375,27.94
bamboo-00798,leftover,,,5,0,0.0,33.278,15.444
bamboo-00799,oversize-floor,,,73,0,0.0,1625.474,1060.317
bamboo-00800,oversize-floor,,,151,0,0.0,164.708,155.0
bamboo-00801,oversize-floor,,1,66,34,0.515,163.336,155.0
bamboo-00802,oversize-floor,,,46,0,0.0,2388.89,2350.492
bamboo-00803,strict,13,,44,44,1.0,8.848,3.0
bamboo-00804,oversize-floor,,,58,0,0.0,9054.925,7418.064
bamboo-00805,leftover,,,56,0,0.0,140.083,83.819
bamboo-00806,strict,49,,158,158,1.0,6.2,3.0
bamboo-00807,oversize-floor,,,48,0,0.0,172.293,166.893
bamboo-00808,leftover,,,93,0,0.0,96.506,89.587
bamboo-00809,oversize-floor,,,78,0,0.0,187.0,155.0
bamboo-00810,oversize-total,,,185,0,0.0,208.444,47.524
bamboo-00811,leftover,,,42,0,0.0,101.985,44.013
bamboo-00812,oversize-floor,,,154,0,0.0,157.763,155.0
bamboo-00813,oversize-floor,,,16,0,0.0,14398.294,8381.903
bamboo-00814,leftover,,,23,0,0.0,16.048,6.048
bamboo-00815,leftover,,,91,0,0.0,17.012,5.894
bamboo-00816,oversize-floor,,,75,0,0.0,679.776,463.277
bamboo-00817,leftover,,,97,0,0.0,87.186,49.733
bamboo-00818,strict,7,,13,13,1.0,18.849,17.249
bamboo-00819,strict,50,,197,197,1.0,6.386,3.0
bamboo-00820,leftover,,,85,0,0.0,11.094,4.836
bamboo-00821,leftover,,,151,0,0.0,102.834,93.132
bamboo-00822,oversize-floor,,,86,0,0.0,1866.763,1862.645
bamboo-00823,oversize-floor,,,115,0,0.0,183.912,155.0
bamboo-00824,oversize-floor,,,8,0,0.0,1638.791,1062.752
bamboo-00825,leftover,,,4,0,0.0,65.893,25.0
bamboo-00826,strict,47,,5,5,1.0,5.4,3.0
bamboo-00827,oversize-floor,,,6,0,0.0,3405.364,1862.645
bamboo-00828,oversize-total,,,3,0,0.0,301.514,83.819
bamboo-00829,leftover,,,5,0,0.0,25.267,4.376
bamboo-00830,oversize-floor,,,197,0,0.0,125316.986,124500.395
bamboo-00831,strict,36,,48,48,1.0,3.285,1.372
bamboo-00832,leftover,,,110,0,0.0,42.174,25.0
bamboo-00833,leftover,,,132,0,0.0,25.459,11.079
bamboo-00834,oversize-floor,,,33,0,0.0,340.172,191.632
bamboo-00835,oversize-floor,,,33,0,0.0,790.808,558.794
bamboo-00836,leftover,,,144,0,0.0,12.258,7.229
bamboo-00837,oversize-floor,,,22,0,0.0,1520.761,1300.0
bamboo-00838,strict,50,,95,95,1.0,6.3,3.0
bamboo-00839,strict,22,,78,78,1.0,0.9,0.8
bamboo-00840,leftover,,,53,0,0.0,13.455,3.0
bamboo-00841,leftover,,,60,0,0.0,12.221,7.724
bamboo-00842,oversize-floor,,,69,0,0.0,334.534,326.0
bamboo-00843,leftover,,,8,0,0.0,44.864,28.118
bamboo-00844,leftover,,,94,0,0.0,10.7,3.0
bamboo-00845,leftover,,,146,0,0.0,39.395,25.0
bamboo-00846,oversize-floor,,,88,0,0.0,1277.404,1210.719
bamboo-00847,oversize-floor,,,51,0,0.0,1220.266,1210.719
bamboo-00848,oversize-floor,,,22,0,0.0,270.065,263.167
bamboo-00849,oversize-floor,,,151,0,0.0,2893.782,2807.936
bamboo-00850,strict,58,,113,113,1.0,9.0,3.0
bamboo-00851,oversize-floor,,2,44,39,0.886,155.908,155.0
bamboo-00852,oversize-floor,,,33,0,0.0,190.218,155.0
bamboo-00853,leftover,,,192,0,0.0,13.386,5.029
bamboo-00854,leftover,,1,145,111,0.766,17.11,7.0
bamboo-00855,strict,13,,91,91,1.0,11.703,3.0
bamboo-00856,strict,55,,36,36,1.0,8.4,3.0
bamboo-00857,oversize-floor,,,150,0,0.0,402.106,326.0
bamboo-00858,strict,33,,14,14,1.0,2.4,0.8
bamboo-00859,strict,38,,49,49,1.0,3.346,0.8
bamboo-00860,oversize-total,,,57,0,0.0,244.749,139.726
bamboo-00861,leftover,,,67,0,0.0,37.207,36.407
bamboo-00862,oversize-total,,,179,0,0.0,377.159,120.878
bamboo-00863,strict,39,,109,109,1.0,10.262,6.24
bamboo-00864,oversize-floor,,,165,0,0.0,220.363,180.0
bamboo-00865,oversize-total,,,107,0,0.0,268.502,74.171
bamboo-00866,leftover,,,138,0,0.0,87.57,46.566
bamboo-00867,oversize-total,,,20,0,0.0,306.227,139.698
bamboo-00868,strict,53,,214,214,1.0,7.451,4.657
bamboo-00869,leftover,,52,13,5,0.385,116.459,83.819
bamboo-00870,oversize-floor,,,202,0,0.0,164.501,155.0
bamboo-00871,leftover,,,189,0,0.0,51.57,24.214
bamboo-00872,oversize-floor,,,80,0,0.0,648.36,450.0
bamboo-00873,strict,23,,51,51,1.0,1.332,1.066
bamboo-00874,oversize-floor,,,135,0,0.0,947.381,917.889
bamboo-00875,oversize-floor,,,34,0,0.0,309.667,267.319
bamboo-00876,strict,45,,52,52,1.0,8.948,5.6
bamboo-00877,oversize-floor,,,132,0,0.0,234.461,155.0
bamboo-00878,leftover,,,100,0,0.0,21.883,16.764
bamboo-00879,oversize-floor,,,127,0,0.0,1228.885,1210.719
bamboo-00880,strict,7,,114,114,1.0,21.041,17.249
bamboo-00881,oversize-floor,,,68,0,0.0,1090.099,558.794
bamboo-00882,oversize-floor,,,118,0,0.0,6561.585,6519.258
bamboo-00883,oversize-floor,,,123,0,0.0,342.663,186.265
bamboo-00884,leftover,,5,64,3,0.047,92.102,56.097
bamboo-00885,oversize-floor,,3,60,42,0.7,247.766,155.0
bamboo-00886,leftover,,,50,0,0.0,21.065,8.0
bamboo-00887,leftover,,,48,0,0.0,43.227,25.0
bamboo-00888,leftover,,,78,0,0.0,122.598,83.819
bamboo-00889,leftover,,,162,0,0.0,52.726,28.38
bamboo-00890,leftover,,,68,0,0.0,90.293,83.099
bamboo-00891,oversize-floor,,,52,0,0.0,1211.819,1210.719
bamboo-00892,oversize-floor,,,177,0,0.0,482.416,465.661
bamboo-00893,strict,33,,96,96,1.0,2.568,0.868
bamboo-00894,leftover,,,93,0,0.0,147.649,68.984
bamboo-00895,oversize-floor,,,100,0,0.0,1510.732,1060.317
